campaign,rowname,name,biosample,site_id,database,study_group,latitude,longitude,sample_name,Read_count_post_fastp,sequencing_technology,sample_type,cc_score,location1,location2,location3,location4,site_name,geotype1,geotype2,geotype3,tectonics1,tectonics2,tectonics3,tectonics4,magma_fo2,aersub1,aersub2,macrostrat_ID,macrostrat,macrostrat_type,macrostrat_siplified_type,mindat_id,locality_name,mindat_lat,mindat_long,distance_to_mindat_km,mineral_list_csv,Altitude,Temp,Salinity,pH,eh,toc,tn,dic,doc,ch4,h2,o2,rc_ra,f_aq,cl_aq,so4,h2s,br_aq,no_3,no2,nh4,po4_3,Na_aq,K_aq,Mg_aq,Ca_aq,Si_aq,Li_aq,Be_aq,B_aq,Al_aq,P_aq,Ti_aq,V_aq,Cr_aq,Mn_aq,Fe_aq,Co_aq,Ni_aq,Cu_aq,Zn_aq,Ga_aq,As_aq,Se_aq,Rb_aq,Sr_aq,Zr_aq,Nb_aq,Mo_aq,Pd_aq,Ag_aq,Cd_aq,Sn_aq,Sb_aq,Cs_aq,Ba_aq,La_aq,Ce_aq,Pr_aq,Nd_aq,W_aq,Tl_aq,Pb_aq,Yh_aq,U_aq,cd,cu,co,fe,mn,mo,ni,v,zn,ag,al,ba,be,ce,cr,cs,ga,eu,gd,hf,la,li,pb,rb,sc,sn,sr,th,ti,tl,u,w,y,zr,database_solid,database_soli_id,material,rock_type,sample_name.1,lat_d,long_d,major_sum,sio2_d,tio2_d,al2o3_d,fe2o3_d,feo_d,FEOt_d,mno_d,mgo_d,cao_d,na2o_d,k2o_d,bao_d,p2o5_d,cu_d,co_d,mo_d,ni_d,v_d,zn_d,ba_d,be_d,ce_d,cr_d,dy_d,er_d,eu_d,ga_d,gd_d,hr_d,ho_d,la_d,li_d,lu_d,nb_d,nd_d,pb_d,pr_d,rb_d,sc_d,sm_d,sn_d,sr_d,ta_d,tb_d,th_d,ti_d,tl_d,u_d,w_d,y_d,yb_d,zr_d,si_o2,ti_o2,al2_o3,fe_ot,fe_o,fe2_o3,mn_o,mg_o,ca_o,na2_o,k2_o,p2_o5,DPM,SfA,CT,SedThic_Oc,SedThic_On,DistCoast,ConShelf,Time_rift,DSub,DMOR,DOT,DHS,DV,DMUSGS,DEQ,HF,PV,elv,SR,slab_name,DCS,SDepth,SDip,ConvR,ConvObl,ConvAge,Water_type,iron_proteins
ARG19,IN190223_S,IN190223_S,ARG19INS,IN,private,57,-24.282129,-66.466761,IN,14106158,Illumina,sediment,NA,South_America,South_America,Argentina,Incachule,Incachule,spring,hot_spring,hot_spring,plate margin,convergent,oceanic-continental subduction,Backarc,oxidized,aerial,aerial,3186221,felsic,igneous,granite,278651,San Antonio De Los Cobres,-24.199722,-66.403333,7.94748818,"Acanthite,Aikinite,Altaite,Anglesite,Annivite,Arsenopyrite,Benjaminite,Bismuthinite,Bornite,Bournonite,Canfieldite,Cassiterite,Cerussite,Chalcocite,Chalcopyrite,Chalcostibite,Covellite,Cuprite,Digenite,Emplectite,Enargite,Famatinite,Galena,Gladite,Gold,Goldfieldite,Gustavite,Gypsum,Halotrichite,Hodrusite,Idaite,Jamesonite,Kesterite,Kawazulite,Krennerite,Krupkaite,Kuramite,Luzonite,Marcasite,Matildite,Mawsonite,Melanterite,Melonite,Mohite,Petzite,Pyrargyrite,Pyrite,Quartz,Semseyite,Sphalerite,Stannite,Stannoidite,Sylvanite,TenNAtite,Tetradymite,Tetrahedrite,Vinciennite,Wittichenite,Zinkenite",4470,46.9,1.54,6.52,NA,NA,NA,NA,NA,0.117358,0.00,1.39,1.97,NA,350283,47347,0.023068857,592,88.00,NA,1.19E+00,NA,533433.48,35055162,5472.62,7545.65,36939.11,8997.33,NA,NA,25613,NA,NA,1694,23354,24.44,107.78,492,50.25,8126,NA,NA,376462,NA,536.15,425.46,1001,NA,2674,NA,NA,NA,NA,NA,"7,691.14",32886,NA,NA,NA,NA,288303,62,763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EarthChem,T63,whole_rock,"IGNEOUS, VOLCANIC, DACITE",T63,-24.18,-66.55,100.00,70.72,0.51,15.26,NA,NA,2.05,0.05,0.9,2.43,3.3,4.53,NA,0.25,NA,2.9,NA,3,NA,NA,493,NA,86.8,5,NA,NA,1.11,NA,NA,NA,NA,41.4,NA,167,27,44.8,NA,NA,289,4.9,7.25,NA,351,3,0.62,17.4,NA,NA,12.2,NA,NA,1.48,154,71.0227778,0.305875,14405,1.08777778,1415,2.393793324,0.04922222,0.65127778,1.79277778,3.77888889,4.32888889,0.24788889,1838.558276,NA,58.5294616,NA,493336,407.5869863,NA,NA,506.2321821,2480.647859,2480.647859,1377.168677,25.76854542,94.46550465,27.40340838,80.90893389,1.602845894,4501.002364,NA,sam,4.252577782,-182.2074738,36.62320709,8.979917526,-17.4025135,69.13432312,,
ARG19,LC190226_F,LC190226_F,ARG19LCF,LC,private,57,-26.032911,-66.986094,LC,6599486,Illumina,fluid,NA,South_America,South_America,Argentina,Galán La Colcha,Galán La Colcha,spring,hot_spring,hot_spring,plate margin,convergent,oceanic-continental subduction,Backarc,oxidized,aerial,aerial,3186221,felsic,igneous,granite,257649,Managua River,-26.326111,-66.808889,23.4926267,"Magnetite,Microcline,Muscovite,Quartz",4728,84,6.1,6.94,NA,NA,NA,6.82,NA,0.056378,0.00,0.22,2.58,NA,1179351,25336,0.00559245,,NA,NA,1.02E+00,932,949817.95,48992776,481.47,20784252,36409.45,14559.83,NA,NA,5576,NA,NA,1694,1079,178.89,6.11,58,38.59,4561,3587,NA,6998374,NA,1158491,924.94,1409,NA,13612,NA,NA,NA,NA,NA,"8,296.02",8809,NA,NA,NA,NA,24335,4994,124,NA,931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EarthChem,CMS-31,whole_rock,"IGNEOUS, VOLCANIC, DACITE",CMS-31,-26.1563,-66.7477,98.52,63.63,0.66,16.40,4.83,NA,4.3460823,0.1,1.47,4.01,3.3,4.31,NA,0.29,NA,NA,NA,NA,85,NA,654,2,89.2,7,4,2.33,1.43,19.4,5.06,NA,0.74,41.5,NA,0.32,25.3,35.5,NA,9.7,175,NA,6.38,1,550,1.7,0.86,19,NA,NA,3.6,NA,26.3,2.28,205,71.0227778,0.305875,14405,1.08777778,1415,2.393793324,0.04922222,0.65127778,1.79277778,3.77888889,4.32888889,0.24788889,1769.474472,NA,59.07410374,NA,400684,355.3505743,NA,NA,464.5758894,2281.814177,2281.814177,1302.205024,42.53355272,87.25779529,51.30075015,100.9306087,1.542370601,4749.686255,NA,sam,4.364232585,-130.838913,27.45761108,8.979917526,-17.4025135,69.13432312,,
ARG19,LC190226_S,LC190226_S,ARG19LCS,LC,private,57,-26.032911,-66.986094,LC,956139,Illumina,sediment,NA,South_America,South_America,Argentina,Galán La Colcha,Galán La Colcha,spring,hot_spring,hot_spring,plate margin,convergent,oceanic-continental subduction,Backarc,oxidized,aerial,aerial,3186221,felsic,igneous,granite,257649,Managua River,-26.326111,-66.808889,23.4926267,"Magnetite,Microcline,Muscovite,Quartz",4728,84,6.1,6.94,NA,NA,NA,6.82,NA,0.056378,0.00,0.22,2.58,NA,1179351,25336,0.00559245,,NA,NA,1.02E+00,932,949817.95,48992776,481.47,20784252,36409.45,14559.83,NA,NA,5576,NA,NA,NA,1079,178.89,6.11,58,38.59,4561,3587,NA,6998374,NA,1158491,924.94,1409,NA,13612,NA,NA,NA,NA,NA,"8,296.02",8809,NA,NA,NA,NA,24335,4994,124,NA,931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EarthChem,CMS-31,whole_rock,"IGNEOUS, VOLCANIC, DACITE",CMS-31,-26.1563,-66.7477,98.52,63.63,0.66,16.40,4.83,NA,4.3460823,0.1,1.47,4.01,3.3,4.31,NA,0.29,NA,NA,NA,NA,85,NA,654,2,89.2,7,4,2.33,1.43,19.4,5.06,NA,0.74,41.5,NA,0.32,25.3,35.5,NA,9.7,175,NA,6.38,1,550,1.7,0.86,19,NA,NA,3.6,NA,26.3,2.28,205,71.0227778,0.305875,14405,1.08777778,1415,2.393793324,0.04922222,0.65127778,1.79277778,3.77888889,4.32888889,0.24788889,1769.474472,NA,59.07410374,NA,400684,355.3505743,NA,NA,464.5758894,2281.814177,2281.814177,1302.205024,42.53355272,87.25779529,51.30075015,100.9306087,1.542370601,4749.686255,NA,sam,4.364232585,-130.838913,27.45761108,8.979917526,-17.4025135,69.13432312,,
ARG19,PG190225_F,PG190225_F,ARG19PGF,PG,private,57,-24.364589,-66.571132,PG,9980074,Illumina,fluid,NA,South_America,South_America,Argentina,Pastos Grandes,Pastos Grandes,spring,hot_spring,hot_spring,plate margin,convergent,oceanic-continental subduction,Backarc,oxidized,aerial,aerial,3186221,felsic,igneous,granite,206311,El Oculto Cu Deposit,-24.133333,-66.6,10.7107059,"Bornite,Chalcopyrite,Molybdenite,Pyrite,Turquoise",4305,44.9,0.61,8.74,NA,NA,NA,0.35,NA,0.399253,0.012464,0.498552,1.34,NA,177.36,29933,2.98104152,299,NA,NA,5.40E-02,NA,157456.22,1537266,239.71,15401125,18743985,1027.18,NA,NA,4526,NA,NA,NA,12207,3.15,47.88,NA,3.03,678,NA,5443,1516185,NA,17271,485.62,532,1214,24605,NA,NA,NA,NA,NA,303.50,,NA,NA,NA,NA,64408,18,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EarthChem,T-143,whole_rock,"IGNEOUS, VOLCANIC, ANDESITE, BASALTIC",T-143,-24.22,-66.43,100.61,54.21,2.01,14.71,NA,NA,8.05,0.13,7.69,6.45,2.86,3.79,NA,0.71,NA,35,NA,146,NA,NA,1087,NA,125.9,368,NA,NA,2.33,NA,NA,NA,NA,59.2,NA,0.25,NA,56.1,NA,NA,139,18.8,10.5,NA,728,2.5,1.01,13.1,NA,NA,3.7,NA,NA,1.9,NA,71.0227778,0.305875,14405,1.08777778,1415,2.393793324,0.04922222,0.65127778,1.79277778,3.77888889,4.32888889,0.24788889,1843.130592,NA,58.50842406,NA,514193,398.9401374,NA,NA,496.2012333,2468.120166,2468.120166,1365.073328,36.06453712,101.3794673,30.74627062,84.86157457,1.636918878,4293.980524,NA,sam,5.411819147,-174.3023071,35.72837067,8.979917526,-17.4025135,69.13432312,,
ARG19,PG290225_S,PG290225_S,ARG19PGS,PG,private,57,-24.364589,-66.571132,PG,7417161,Illumina,sediment,NA,South_America,South_America,Argentina,Pastos Grandes,Pastos Grandes,spring,hot_spring,hot_spring,plate margin,convergent,oceanic-continental subduction,Backarc,oxidized,aerial,aerial,3186221,felsic,igneous,granite,206311,El Oculto Cu Deposit,-24.133333,-66.6,10.7107059,"Bornite,Chalcopyrite,Molybdenite,Pyrite,Turquoise",4305,44.9,0.61,8.74,NA,NA,NA,0.35,NA,0.399253,0.012464,0.498552,1.34,NA,177.36,29933,2.98104152,299,NA,NA,5.40E-02,NA,157456.22,1537266,239.71,15401125,18743985,1027.18,NA,NA,4526,NA,NA,NA,12207,3.15,47.88,NA,3.03,678,NA,5443,1516185,NA,17271,485.62,532,1214,24605,NA,NA,NA,NA,NA,303.50,,NA,NA,NA,NA,64408,18,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EarthChem,T-143,whole_rock,"IGNEOUS, VOLCANIC, ANDESITE, BASALTIC",T-143,-24.22,-66.43,100.61,54.21,2.01,14.71,NA,NA,8.05,0.13,7.69,6.45,2.86,3.79,NA,0.71,NA,35,NA,146,NA,NA,1087,NA,125.9,368,NA,NA,2.33,NA,NA,NA,NA,59.2,NA,0.25,NA,56.1,NA,NA,139,18.8,10.5,NA,728,2.5,1.01,13.1,NA,NA,3.7,NA,NA,1.9,NA,71.0227778,0.305875,14405,1.08777778,1415,2.393793324,0.04922222,0.65127778,1.79277778,3.77888889,4.32888889,0.24788889,1843.130592,NA,58.50842406,NA,514193,398.9401374,NA,NA,496.2012333,2468.120166,2468.120166,1365.073328,36.06453712,101.3794673,30.74627062,84.86157457,1.636918878,4293.980524,NA,sam,5.411819147,-174.3023071,35.72837067,8.979917526,-17.4025135,69.13432312,,
ARG19,PM190223_F,PM190223_F,ARG19PMF,PM,private,57,-24.246688,-66.362722,PM,9772982,Illumina,fluid,NA,South_America,South_America,Argentina,Pompeya,Pompeya,spring,hot_spring,hot_spring,plate margin,convergent,oceanic-continental subduction,Backarc,oxidized,aerial,aerial,3186221,felsic,igneous,granite,278651,San Antonio De Los Cobres,-24.199722,-66.403333,4.97689083,"Acanthite,Aikinite,Altaite,Anglesite,Annivite,Arsenopyrite,Benjaminite,Bismuthinite,Bornite,Bournonite,Canfieldite,Cassiterite,Cerussite,Chalcocite,Chalcopyrite,Chalcostibite,Covellite,Cuprite,Digenite,Emplectite,Enargite,Famatinite,Galena,Gladite,Gold,Goldfieldite,Gustavite,Gypsum,Halotrichite,Hodrusite,Idaite,Jamesonite,Kesterite,Kawazulite,Krennerite,Krupkaite,Kuramite,Luzonite,Marcasite,Matildite,Mawsonite,Melanterite,Melonite,Mohite,Petzite,Pyrargyrite,Pyrite,Quartz,Semseyite,Sphalerite,Stannite,Stannoidite,Sylvanite,TenNAtite,Tetradymite,Tetrahedrite,Vinciennite,Wittichenite,Zinkenite",3889,50.3,5.09,6.53,NA,NA,NA,21.14338,NA,0.150739,0.000266,0.045579,NA,NA,1129061,180736,0.1838518,2319,NA,NA,3441,NA,1396787.98,118967862,31112.48,8454.51,22556279,12644.53,NA,NA,154247,NA,NA,NA,3885,16.95,111.00,NA,2.87,291,NA,NA,10804559,NA,1096045,"1,273.11",392,NA,NA,NA,NA,NA,NA,NA,"6,762.78",21462,NA,NA,NA,NA,34114,NA,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EarthChem,T-143,whole_rock,"IGNEOUS, VOLCANIC, ANDESITE, BASALTIC",T-143,-24.22,-66.43,100.61,54.21,2.01,14.71,NA,NA,8.05,0.13,7.69,6.45,2.86,3.79,NA,0.71,NA,35,NA,146,NA,NA,1087,NA,125.9,368,NA,NA,2.33,NA,NA,NA,NA,59.2,NA,0.25,NA,56.1,NA,NA,139,18.8,10.5,NA,728,2.5,1.01,13.1,NA,NA,3.7,NA,NA,1.9,NA,71.0227778,0.305875,14405,1.08777778,1415,2.393793324,0.04922222,0.65127778,1.79277778,3.77888889,4.32888889,0.24788889,1831.439007,NA,57.98204841,NA,473494,417.3258147,NA,NA,516.5433289,2488.38089,2488.38089,1388.283104,24.76032486,85.88986376,32.34332462,76.96450479,1.587088632,3884.954586,NA,sam,5.213948717,-190.3441467,37.2981987,8.979917526,-17.4025135,69.13432312,,
ARG19,PM190223_S,PM190223_S,ARG19PMS,PM,private,57,-24.246688,-66.362722,PM,9896567,Illumina,sediment,NA,South_America,South_America,Argentina,Pompeya,Pompeya,spring,hot_spring,hot_spring,plate margin,convergent,oceanic-continental subduction,Backarc,oxidized,aerial,aerial,3186221,felsic,igneous,granite,278651,San Antonio De Los Cobres,-24.199722,-66.403333,4.97689083,"Acanthite,Aikinite,Altaite,Anglesite,Annivite,Arsenopyrite,Benjaminite,Bismuthinite,Bornite,Bournonite,Canfieldite,Cassiterite,Cerussite,Chalcocite,Chalcopyrite,Chalcostibite,Covellite,Cuprite,Digenite,Emplectite,Enargite,Famatinite,Galena,Gladite,Gold,Goldfieldite,Gustavite,Gypsum,Halotrichite,Hodrusite,Idaite,Jamesonite,Kesterite,Kawazulite,Krennerite,Krupkaite,Kuramite,Luzonite,Marcasite,Matildite,Mawsonite,Melanterite,Melonite,Mohite,Petzite,Pyrargyrite,Pyrite,Quartz,Semseyite,Sphalerite,Stannite,Stannoidite,Sylvanite,TenNAtite,Tetradymite,Tetrahedrite,Vinciennite,Wittichenite,Zinkenite",3889,50.3,5.09,6.53,NA,NA,NA,21.14338,NA,0.150739,0.000266,0.045579,NA,NA,1129061,180736,0.1838518,2319,NA,NA,3441,NA,1396787.98,118967862,31112.48,8454.51,22556279,12644.53,NA,NA,154247,NA,NA,NA,3885,16.95,111.00,NA,2.87,291,NA,NA,10804559,NA,1096045,"1,273.11",392,NA,NA,NA,NA,NA,NA,NA,"6,762.78",21462,NA,NA,NA,NA,34114,NA,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EarthChem,T-143,whole_rock,"IGNEOUS, VOLCANIC, ANDESITE, BASALTIC",T-143,-24.22,-66.43,100.61,54.21,2.01,14.71,NA,NA,8.05,0.13,7.69,6.45,2.86,3.79,NA,0.71,NA,35,NA,146,NA,NA,1087,NA,125.9,368,NA,NA,2.33,NA,NA,NA,NA,59.2,NA,0.25,NA,56.1,NA,NA,139,18.8,10.5,NA,728,2.5,1.01,13.1,NA,NA,3.7,NA,NA,1.9,NA,71.0227778,0.305875,14405,1.08777778,1415,2.393793324,0.04922222,0.65127778,1.79277778,3.77888889,4.32888889,0.24788889,1831.439007,NA,57.98204841,NA,473494,417.3258147,NA,NA,516.5433289,2488.38089,2488.38089,1388.283104,24.76032486,85.88986376,32.34332462,76.96450479,1.587088632,3884.954586,NA,sam,5.213948717,-190.3441467,37.2981987,8.979917526,-17.4025135,69.13432312,,
ARG19,PP190301_S,PP190301_S,ARG19PPS,PP,private,,-24.40986,-64.59146,PP,8619161,Illumina,sediment,NA,South_America,South_America,Argentina,El Galpón,El Galpón,spring,hot_spring,hot_spring,plate margin,convergent,oceanic-continental subduction,Backarc,NA,aerial,aerial,,,sedimentary,sedimentary,,,,,,,493,54.3,1.81,8.47,NA,NA,NA,2.15,NA,0.118849,0.00,3.73,0.21,NA,141025,179696,NA,NA,117.00,326,6.80E-02,NA,317504.35,1852889,134.85,2876447,18425.31,0.00,NA,NA,335461,NA,NA,97121,281,3.14,20.30,11,NA,816,NA,1.18,33874,NA,2722,237.80,212,NA,13608,NA,NA,NA,NA,NA,0.21,21446,NA,NA,NA,NA,1064,18,0.04,NA,1654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EarthChem,XI1,whole_rock,"IGNEOUS, VOLCANIC, RHYOLITE",XI1,-24.1,-65.5,94.80,71.51,0.14,13.46,NA,NA,1.55,0.11,0.77,0.82,3.08,3.3,NA,0.06,NA,5,NA,8,NA,NA,159,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,43,NA,282,9.8,NA,NA,77,4.62,NA,10.7,NA,NA,12.7,NA,26,NA,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
ARG19,RF190301_S,RF190301_S,ARG19RFS,RF,private,57,-25.40986,-64.59134,RF,7216730,Illumina,sediment,NA,South_America,South_America,Argentina,Rosario de la Frontera,Rosario de la Frontera,spring,hot_spring,hot_spring,plate margin,convergent,oceanic-continental subduction,Backarc,oxidized,aerial,aerial,3188594,sedimentary rocks,sedimentary,sedimentary,242281,Uruea River,-26.221944,-64.533056,39.3239565,"Pyrolusite,Cryptomelane",425,82,1.57,8.23,NA,NA,NA,3.45,NA,0.000977,0.00,7.25,0.33,NA,424017,96118,NA,NA,NA,NA,2.11E-01,NA,461120.56,5632372,235.57,3950.51,31138.44,66.31,NA,NA,42782,NA,NA,NA,2.97,5.97,3.16,NA,NA,223,NA,NA,24778,NA,16.27,210.90,122,NA,6879,NA,NA,NA,NA,NA,2.01,78047,NA,NA,NA,NA,1021,142,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EarthChem,4/299,whole_rock,"IGNEOUS, VOLCANIC, UNKNOWN",4/299,-25.75,-65.55,NA,41.8,2.3,12.00,NA,NA,NA,0.23,11,12.2,3.8,1.2,NA,1.17,60,65,NA,254,233,111,871,NA,143,452,7,2.8,3.3,17,9.3,NA,1.1,77,NA,0.3,98,59,NA,17,30,30,11,NA,1080,NA,1.3,NA,NA,NA,NA,NA,32,2.2,292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1612.011455,NA,40.79181347,NA,4138.06,589.4892649,NA,NA,699.2560215,2447.36427,2447.36427,1547.001953,243.3012904,52.8591991,12.70922053,64.60309092,1.422025284,526.5634764,NA,sam,1.397251368,-355.1128235,52.07548523,8.979917526,-17.4025135,69.13432312,,
ARG19,TM190224_S,TM190224_S,ARG19TMS,TM,private,,-24.18778,-66.55451,TM,2283727,Illumina,sediment,NA,South_America,South_America,Argentina,Tocomar,Tocomar,spring,hot_spring,hot_spring,plate margin,convergent,oceanic-continental subduction,Backarc,NA,aerial,aerial,,,igneous,,,Tocomar,,,,,4333,69.2,3.93,7.13,NA,NA,NA,19.03,NA,23.66891,0.01,0.03,2.48,NA,682599,140996,0.072002796,NA,NA,NA,1.07E+01,NA,938709.18,78122296,5106.03,21454335,40693.40,12112.81,NA,NA,148.72,NA,NA,NA,0.46,296.62,448.12,NA,4.81,661,NA,NA,1195645,NA,1002.33,"1,714.16",NA,NA,733,NA,NA,NA,NA,NA,"9,080.09",172558,NA,NA,NA,NA,231.33,2119,241,NA,767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EarthChem,T63,whole_rock,"IGNEOUS, VOLCANIC, DACITE",T63,-24.18,-66.55,100.00,70.72,0.51,15.26,NA,NA,2.05,0.05,0.9,2.43,3.3,4.53,NA,0.25,NA,2.9,NA,3,NA,NA,493,NA,86.8,5,NA,NA,1.11,NA,NA,NA,NA,41.4,NA,167,27,44.8,NA,NA,289,4.9,7.25,NA,351,3,0.62,17.4,NA,NA,12.2,NA,NA,1.48,154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
ARG19,VV190228_F,VV190228_F,ARG19VVF,VV,private,57,-27.112858,-66.822241,VV,12002716,Illumina,fluid,NA,South_America,South_America,Argentina,Villa Vil,Villa Vil,spring,hot_spring,hot_spring,plate margin,convergent,oceanic-continental subduction,Backarc,oxidized,aerial,aerial,3185641,sedimentary rocks,sedimentary,sedimentary,8381,Papachacra Pegmatites,-27.016389,-66.866667,6.49578123,"Brookite,Zircon,Xenotime-(Y),Topaz,Siderite,Schorl,Scheelite,Rutile,Quartz,Phenakite,Muscovite,Morinite,Microcline,Magnetite,Hematite,Goethite,Foitite,Fluorite,Florencite-(Ce),Danalite,Chamosite,Cassiterite,Calcite,Bertrandite,Anatase,Albite",2143,38.2,0.4,9.09,NA,NA,NA,0.66,NA,0.006892,0.001419,2.891898,0.89,NA,55175,42216,0.012583013,151,21.00,NA,3.50E-02,NA,194169.99,1265305,209.57,8687718,29754912,54.94,NA,NA,185677,NA,NA,40519,9097,17783,324.60,1254,36.95,7627,4966,NA,21918,NA,4076,37.27,2477,12,32956,NA,NA,NA,NA,NA,3.40,6242,601,0.66,NA,NA,1064,58,65,NA,1366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EarthChem,T4,whole_rock,"IGNEOUS, VOLCANIC, DACITE",T4,-27,-66.75,99.39,64.07,0.81,15.51,NA,NA,5.4,0.08,2.41,5.78,2.83,2.2,NA,0.3,NA,12,NA,15,NA,NA,904.6,NA,54,42,NA,NA,1.3,NA,NA,NA,NA,27.3,NA,273,NA,24.8,NA,NA,80,12.1,4.5,NA,961,1.36,635,6.6,NA,NA,1.5,NA,NA,1.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1681.891534,NA,54.67288074,NA,436027,387.9634138,NA,NA,492.4393411,2179.702741,2179.702741,1318.212039,100.2543591,22.63517232,69.11766222,77.4484282,1.559642392,2280.82686,NA,sam,2.625615597,-137.3115234,27.92936325,8.993644714,-18.27972031,73.90418243,,
CH20,AU200310F,AU200310F,AU200310F,AU,private,,-32.892097,-70.710594,AU200310,5791822,Illumina,fluid,NA,South_America,Chile,Chile,Auco,Auco,spring,hot_spring,hot_spring,plate margin,convergent,oceanic-continental subduction,NA,NA,aerial,aerial,,,,,,,,,,,873,20.2,,8.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EarthChem,CN1,whole_rock,"IGNEOUS, VOLCANIC, ANDESITE",CN1,-32.7639,-70.5263,99.3116757,57.03,0.7,20.04,6.97,NA,6.2716757,0.13,1.74,6.98,4.78,1.2,NA,0.44,71.1,20.58,0.97,5.57,170.9,43.9,998.2,NA,27.83,6.14,3.7,2.3,1.3,NA,3.94,NA,0.79,14.32,NA,0.35,2.56,17.09,4.4,4.07,14,21.9,4.03,NA,517,0.17,0.61,2.44,NA,NA,0.67,NA,22.8,2.29,72.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
